"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","11/80","243/18870",6.1733352609949e-09,1.74947732430218e-07,8.83736648426802e-08,"IER3/IL10/IL1B/IL7/MMP9/SERPINE1/TNF/THBS1/HSPA1A/SOD2/PLAUR",11
"GO:0046651","GO:0046651","lymphocyte proliferation","12/80","307/18870",6.22811436205832e-09,1.74947732430218e-07,8.83736648426802e-08,"CCL5/CD80/CD86/IL10/IL1B/IL2/IL2RA/IL6/IL7/IL7R/VCAM1/CD40LG",12
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","10/80","188/18870",6.8230499503737e-09,1.89761854560393e-07,9.58569185315659e-08,"CCL2/CCL5/IFNG/IL10/IL2/IL6/IL7R/TNF/CYP1B1/LIF",10
"GO:0019932","GO:0019932","second-messenger-mediated signaling","12/80","310/18870",6.94357570808145e-09,1.91220629058831e-07,9.65938086119071e-08,"CXCL8/EDN1/TNF/VCAM1/CXCR4/THBS1/SPINK1/CCL4/CCR3/ADM/CXCR6/CCR7",12
"GO:0033002","GO:0033002","muscle cell proliferation","11/80","247/18870",7.31623344136561e-09,1.99527181910641e-07,1.00789807654173e-07,"CCL5/EDN1/FOS/IFNG/IL10/IL6/MMP9/TNF/THBS1/SOD2/CDK1",11
"GO:0007162","GO:0007162","negative regulation of cell adhesion","12/80","312/18870",7.46080366936344e-09,2.01513437569634e-07,1.01793151278359e-07,"CD80/CD86/IL10/IL2/IL2RA/SERPINE1/CCL21/DUSP1/THBS1/CYP1B1/SERPINE2/TGFBI",12
"GO:1903035","GO:1903035","negative regulation of response to wounding","8/80","97/18870",7.77557567568795e-09,2.08015162600071e-07,1.0507745374263e-07,"EDN1/PLAU/SERPINE1/TNF/THBS1/SERPINE2/THBD/PLAUR",8
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","11/80","249/18870",7.95570673260469e-09,2.10345809436507e-07,1.06254764242908e-07,"CD80/IL10/IL1B/IL2/IL6/IL7R/TNF/TNFSF13/C3/KLRC2/KLRK1",11
"GO:0032943","GO:0032943","mononuclear cell proliferation","12/80","314/18870",8.01246052321332e-09,2.10345809436507e-07,1.06254764242908e-07,"CCL5/CD80/CD86/IL10/IL1B/IL2/IL2RA/IL6/IL7/IL7R/VCAM1/CD40LG",12
"GO:0036293","GO:0036293","response to decreased oxygen levels","12/80","315/18870",8.3018263110785e-09,2.1592435285018e-07,1.09072727751792e-07,"EDN1/FOS/PLAU/PMAIP1/TNF/VCAM1/CXCR4/THBS1/LIF/SOD2/ADM/EPAS1",12
"GO:0010001","GO:0010001","glial cell differentiation","11/80","252/18870",9.00875627167949e-09,2.32161434560988e-07,1.17274779857305e-07,"IFNG/IL1B/IL6/TNF/CXCR4/SERPINE2/LIF/S100A8/EGR2/C5AR1/CDK1",11
"GO:0034341","GO:0034341","response to type II interferon","9/80","143/18870",9.39668519948692e-09,2.39957170230534e-07,1.21212743051755e-07,"CCL2/CCL5/EDN1/FASLG/IFNG/TNF/CCL21/CCL13/CCL4",9
"GO:0048247","GO:0048247","lymphocyte chemotaxis","7/80","64/18870",9.63343832231601e-09,2.43786740967439e-07,1.23147224831503e-07,"CCL2/CCL5/CXCL10/CCL21/CCL13/KLRK1/CCL4",7
"GO:0010755","GO:0010755","regulation of plasminogen activation","5/80","18/18870",9.90001792200466e-09,2.46098675600983e-07,1.24315082988936e-07,"PLAU/SERPINE1/THBS1/SERPINE2/PLAUR",5
"GO:0051917","GO:0051917","regulation of fibrinolysis","5/80","18/18870",9.90001792200466e-09,2.46098675600983e-07,1.24315082988936e-07,"PLAU/SERPINE1/THBS1/THBD/PLAUR",5
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","12/80","321/18870",1.02444458332754e-08,2.52426739874304e-07,1.27511661895247e-07,"CD80/CD83/CD86/FOS/IFNG/IL10/IL2/IL2RA/IL7/IL7R/TNF/LIF",12
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","14/80","474/18870",1.0904045417236e-08,2.6634316153927e-07,1.34541448260267e-07,"CCL2/CCL5/EDN1/IL1B/IL6/TNF/CCL21/CCL13/THBS1/DKK1/LIF/CCL4/C5AR1/CCR7",14
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","6/80","38/18870",1.18882389858828e-08,2.87879856132283e-07,1.45420564001543e-07,"EDN1/IFNG/IL1B/TNF/SOD2/KLRK1",6
"GO:0031349","GO:0031349","positive regulation of defense response","14/80","480/18870",1.27782148155616e-08,3.06786371084724e-07,1.54971062270599e-07,"CCL5/IFNG/IL1B/IL2/IL6/NFKBIA/SERPINE1/TNF/HSPA1A/S100A8/C3/KLRC2/KLRK1/CCR7",14
"GO:0072577","GO:0072577","endothelial cell apoptotic process","7/80","67/18870",1.33494947636429e-08,3.17785854161635e-07,1.60527376818828e-07,"CCL2/FASLG/IL10/SERPINE1/TNF/CD40LG/THBS1",7
"GO:0031960","GO:0031960","response to corticosteroid","9/80","149/18870",1.34694578648783e-08,3.17947118844059e-07,1.60608838583422e-07,"EDN1/FOS/IL10/IL6/TNF/A2M/CYP1B1/ADM/AREG",9
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","6/80","39/18870",1.40025334701531e-08,3.27775970980502e-07,1.65573816822513e-07,"EDN1/IFNG/IL1B/TNF/SOD2/KLRK1",6
"GO:0030193","GO:0030193","regulation of blood coagulation","7/80","68/18870",1.48310360536224e-08,3.44300663426656e-07,1.73921153547482e-07,"EDN1/PLAU/SERPINE1/THBS1/SERPINE2/THBD/PLAUR",7
"GO:0046425","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","8/80","106/18870",1.57368001816201e-08,3.62333374673532e-07,1.83030255779326e-07,"CCL5/IFNG/IL10/IL6/IL7R/TNF/CYP1B1/LIF",8
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","11/80","267/18870",1.63810479231601e-08,3.74100517204525e-07,1.88974348313391e-07,"CCL5/CD80/CD86/IL10/IL1B/IL2/IL2RA/IL6/IL7/VCAM1/CD40LG",11
"GO:1900046","GO:1900046","regulation of hemostasis","7/80","70/18870",1.82155207339564e-08,4.12640304368415e-07,2.08442461369891e-07,"EDN1/PLAU/SERPINE1/THBS1/SERPINE2/THBD/PLAUR",7
"GO:0070482","GO:0070482","response to oxygen levels","12/80","343/18870",2.13639774360826e-08,4.80091300943649e-07,2.42514876495489e-07,"EDN1/FOS/PLAU/PMAIP1/TNF/VCAM1/CXCR4/THBS1/LIF/SOD2/ADM/EPAS1",12
"GO:0014015","GO:0014015","positive regulation of gliogenesis","7/80","72/18870",2.22328106816014e-08,4.89703486158397e-07,2.47370406903195e-07,"IL1B/IL6/TNF/CXCR4/SERPINE2/LIF/EGR2",7
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","9/80","158/18870",2.24650186052865e-08,4.89703486158397e-07,2.47370406903195e-07,"ATF3/IL1B/IL7/PMAIP1/SERPINE1/TNF/THBS1/HSPA1A/G0S2",9
"GO:0009612","GO:0009612","response to mechanical stimulus","10/80","213/18870",2.24890529421265e-08,4.89703486158397e-07,2.47370406903195e-07,"CXCL10/EDN1/FOS/IL1B/NFKBIA/TNF/TNFRSF8/CXCR4/THBS1/SERPINE2",10
"GO:0042098","GO:0042098","T cell proliferation","10/80","213/18870",2.24890529421265e-08,4.89703486158397e-07,2.47370406903195e-07,"CCL5/CD80/CD86/IL10/IL1B/IL2/IL2RA/IL6/VCAM1/CD40LG",10
"GO:0042060","GO:0042060","wound healing","13/80","423/18870",2.42413518212405e-08,5.21529351711374e-07,2.63447027826697e-07,"EDN1/IL6/PLAU/SERPINE1/TNF/CD40LG/CXCR4/THBS1/SERPINE2/THBD/PLAUR/SMOC2/TIMP1",13
"GO:0050818","GO:0050818","regulation of coagulation","7/80","73/18870",2.45076092651838e-08,5.21529351711374e-07,2.63447027826697e-07,"EDN1/PLAU/SERPINE1/THBS1/SERPINE2/THBD/PLAUR",7
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","7/80","73/18870",2.45076092651838e-08,5.21529351711374e-07,2.63447027826697e-07,"CCL5/CXCL10/SERPINE1/TNF/CCL21/CCL4/CCR7",7
"GO:0014002","GO:0014002","astrocyte development","6/80","43/18870",2.58149392185297e-08,5.45219280186841e-07,2.75413835113399e-07,"IFNG/IL1B/IL6/TNF/S100A8/C5AR1",6
"GO:0070661","GO:0070661","leukocyte proliferation","12/80","350/18870",2.66961540728714e-08,5.59623110378328e-07,2.82689832601969e-07,"CCL5/CD80/CD86/IL10/IL1B/IL2/IL2RA/IL6/IL7/IL7R/VCAM1/CD40LG",12
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","8/80","116/18870",3.20425355547403e-08,6.66722091653819e-07,3.36790159281013e-07,"CD80/CD83/CD86/IFNG/IL2/IL2RA/IL7/IL7R",8
"GO:0002637","GO:0002637","regulation of immunoglobulin production","7/80","77/18870",3.56843800500326e-08,7.37039879121628e-07,3.723107144539e-07,"CD86/IL10/IL2/IL6/TNF/TNFSF13/CD40LG",7
"GO:1904892","GO:1904892","regulation of receptor signaling pathway via STAT","8/80","119/18870",3.91534079996243e-08,8.02787759641932e-07,4.05522812013013e-07,"CCL5/IFNG/IL10/IL6/IL7R/TNF/CYP1B1/LIF",8
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","9/80","171/18870",4.45814909534196e-08,9.07459478899678e-07,4.58397023685809e-07,"CCL5/EDN1/IFNG/IL10/IL6/MMP9/TNF/THBS1/SOD2",9
"GO:0051043","GO:0051043","regulation of membrane protein ectodomain proteolysis","5/80","24/18870",4.81444010068836e-08,9.71748849289884e-07,4.90872364708461e-07,"IFNG/IL10/IL1B/TNF/TIMP1",5
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","10/80","231/18870",4.84317689215321e-08,9.71748849289884e-07,4.90872364708461e-07,"CCL5/CD80/IFNG/IL2/IL6/IL7/TNF/SPINK1/LIF/AREG",10
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","9/80","173/18870",4.92883411402603e-08,9.8192163307086e-07,4.96011077693699e-07,"EDN1/IL2/CXCR4/SPINK1/CCR3/ADM/C5AR1/CXCR6/CCR7",9
"GO:0072676","GO:0072676","lymphocyte migration","8/80","124/18870",5.40358922744027e-08,1.06892127745632e-06,5.39958360162304e-07,"CCL2/CCL5/CXCL10/CCL21/CCL13/KLRK1/CCL4/CCR7",8
"GO:0048659","GO:0048659","smooth muscle cell proliferation","9/80","175/18870",5.44234316596272e-08,1.06905887784541e-06,5.40027868069029e-07,"CCL5/EDN1/IFNG/IL10/IL6/MMP9/TNF/THBS1/SOD2",9
"GO:0033628","GO:0033628","regulation of cell adhesion mediated by integrin","6/80","49/18870",5.80298931285694e-08,1.12417910205622e-06,5.67871476858886e-07,"CCL5/PLAU/SERPINE1/CCL21/CYP1B1/LIF",6
"GO:0046427","GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","6/80","49/18870",5.80298931285694e-08,1.12417910205622e-06,5.67871476858886e-07,"CCL5/IL10/IL6/IL7R/TNF/CYP1B1",6
"GO:0048143","GO:0048143","astrocyte activation","5/80","25/18870",5.99813129979272e-08,1.14617352524611e-06,5.78981811107812e-07,"IFNG/IL1B/IL6/TNF/C5AR1",5
"GO:0090023","GO:0090023","positive regulation of neutrophil chemotaxis","5/80","25/18870",5.99813129979272e-08,1.14617352524611e-06,5.78981811107812e-07,"CXCL8/EDN1/CCL21/C5AR1/CCR7",5
"GO:0035747","GO:0035747","natural killer cell chemotaxis","4/80","10/18870",6.16826281447176e-08,1.17071961120616e-06,5.91381100562442e-07,"CCL2/CCL5/KLRK1/CCL4",4
"GO:0030217","GO:0030217","T cell differentiation","11/80","307/18870",6.83045588068378e-08,1.28770138045911e-06,6.50473650806199e-07,"CD80/CD83/CD86/IFNG/IL1B/IL2/IL2RA/IL6/IL7/IL7R/CCR7",11
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","8/80","129/18870",7.35531780848387e-08,1.37740584826875e-06,6.95787256549913e-07,"IL1B/IL2/IL6/TNF/TNFSF13/C3/KLRC2/KLRK1",8
"GO:0002443","GO:0002443","leukocyte mediated immunity","13/80","466/18870",7.51869087879129e-08,1.39867567407449e-06,7.06531565326641e-07,"CD80/IL10/IL1B/IL2/IL6/IL7R/TNF/TNFSF13/CD40LG/PRF1/C3/KLRC2/KLRK1",13
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","11/80","313/18870",8.31047656356766e-08,1.53579793862247e-06,7.75797950670997e-07,"ATF3/CCL2/CCL5/IL1B/TNF/CCL21/CCL13/LIF/CCL4/C5AR1/CCR7",11
"GO:0031639","GO:0031639","plasminogen activation","5/80","27/18870",9.05381594392242e-08,1.6514395445765e-06,8.34213526480343e-07,"PLAU/SERPINE1/THBS1/SERPINE2/PLAUR",5
"GO:0042730","GO:0042730","fibrinolysis","5/80","27/18870",9.05381594392242e-08,1.6514395445765e-06,8.34213526480343e-07,"PLAU/SERPINE1/THBS1/THBD/PLAUR",5
"GO:1904894","GO:1904894","positive regulation of receptor signaling pathway via STAT","6/80","53/18870",9.39952481365492e-08,1.70343646461656e-06,8.60479419273809e-07,"CCL5/IL10/IL6/IL7R/TNF/CYP1B1",6
"GO:0019058","GO:0019058","viral life cycle","11/80","321/18870",1.07246461790191e-07,1.9311237895426e-06,9.75494132882435e-07,"CCL2/CCL5/CD80/CD86/CXCL8/TNF/CXCR4/HSPA1A/APOBEC3A/CXCR6/CDK1",11
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response","5/80","28/18870",1.09855611539905e-07,1.95306590389616e-06,9.86578043676163e-07,"IL1B/IL6/TNF/C3/CCR7",5
"GO:0071624","GO:0071624","positive regulation of granulocyte chemotaxis","5/80","28/18870",1.09855611539905e-07,1.95306590389616e-06,9.86578043676163e-07,"CXCL8/EDN1/CCL21/C5AR1/CCR7",5
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","9/80","193/18870",1.26029878329458e-07,2.22652785048708e-06,1.12471549810069e-06,"CD80/IL10/IL1B/IL2/IL6/IL7R/TNF/TNFSF13/C3",9
"GO:0048545","GO:0048545","response to steroid hormone","11/80","330/18870",1.41686255357194e-07,2.48747932061474e-06,1.25653336987828e-06,"EDN1/FOS/IL10/IL6/TNF/THBS1/A2M/CYP1B1/HSPA1A/ADM/AREG",11
"GO:0010575","GO:0010575","positive regulation of vascular endothelial growth factor production","5/80","30/18870",1.58238169174736e-07,2.76081377150207e-06,1.39460642070967e-06,"IL1B/IL6/CYP1B1/C3/C5AR1",5
"GO:1904019","GO:1904019","epithelial cell apoptotic process","8/80","144/18870",1.72515792124034e-07,2.99133864244699e-06,1.51105450151526e-06,"CCL2/FASLG/IL10/IL6/SERPINE1/TNF/CD40LG/THBS1",8
"GO:0031638","GO:0031638","zymogen activation","6/80","59/18870",1.80793626768428e-07,3.11563986253077e-06,1.57384442288564e-06,"PLAU/SERPINE1/THBS1/SERPINE2/THBD/PLAUR",6
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","7/80","98/18870",1.91180568392991e-07,3.27455010131653e-06,1.65411685618582e-06,"CCL5/EDN1/IL10/IL6/MMP9/TNF/THBS1",7
"GO:0051918","GO:0051918","negative regulation of fibrinolysis","4/80","13/18870",2.07992022505825e-07,3.54090661344766e-06,1.78866504840735e-06,"PLAU/SERPINE1/THBS1/THBD",4
"GO:0044703","GO:0044703","multi-organism reproductive process","9/80","206/18870",2.19443281597149e-07,3.71335046991803e-06,1.87577389722864e-06,"EDN1/FOS/IL1B/MMP9/SERPINE2/LIF/THBD/ADM/TIMP1",9
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","6/80","61/18870",2.21302472117151e-07,3.7223870908807e-06,1.88033868524374e-06,"CCL2/FASLG/SERPINE1/TNF/CD40LG/THBS1",6
"GO:0002819","GO:0002819","regulation of adaptive immune response","9/80","208/18870",2.38167899240587e-07,3.98222398194529e-06,2.01159353493929e-06,"CD80/IL10/IL1B/IL2/IL6/IL7R/TNF/TNFSF13/C3",9
"GO:0090303","GO:0090303","positive regulation of wound healing","6/80","62/18870",2.44190769530678e-07,4.058768471075e-06,2.05025946638028e-06,"PLAU/SERPINE1/CXCR4/THBS1/THBD/SMOC2",6
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","8/80","151/18870",2.48576606449135e-07,4.10501531276959e-06,2.0736207459532e-06,"IL1B/IL2/IL6/TNF/TNFSF13/C3/KLRC2/KLRK1",8
"GO:0043434","GO:0043434","response to peptide hormone","12/80","430/18870",2.49895912596511e-07,4.10501531276959e-06,2.0736207459532e-06,"EDN1/FOS/IL10/IL1B/CYP1B1/CA2/SPINK1/ADM/EGR2/AREG/FBP1/TIMP1",12
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","10/80","276/18870",2.54627815269426e-07,4.14714153952219e-06,2.09490052473287e-06,"CCL5/CD80/IFNG/IL2/IL6/IL7/TNF/SPINK1/LIF/AREG",10
"GO:0051235","GO:0051235","maintenance of location","11/80","350/18870",2.55413131483567e-07,4.14714153952219e-06,2.09490052473287e-06,"CXCL10/FASLG/IL10/IL1B/IL6/NFKBIA/TNF/CCL21/S100A8/C3/CCR7",11
"GO:0019722","GO:0019722","calcium-mediated signaling","9/80","210/18870",2.58266586742319e-07,4.1693726560872e-06,2.10613042304081e-06,"CXCL8/EDN1/TNF/VCAM1/CXCR4/CCL4/CCR3/CXCR6/CCR7",9
"GO:0016032","GO:0016032","viral process","12/80","432/18870",2.62620033177289e-07,4.21542670397146e-06,2.12939431412322e-06,"CCL2/CCL5/CD80/CD86/CXCL8/TNF/CXCR4/HSPA1A/APOBEC3A/CCL4/CXCR6/CDK1",12
"GO:0010573","GO:0010573","vascular endothelial growth factor production","6/80","63/18870",2.68988858951558e-07,4.29312332269844e-06,2.16864223604485e-06,"IL1B/IL6/TNF/CYP1B1/C3/C5AR1",6
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","10/80","278/18870",2.7216639825153e-07,4.31929611688445e-06,2.18186324616748e-06,"CCL5/CD80/IFNG/IL2/IL6/IL7/TNF/SPINK1/LIF/AREG",10
"GO:0009410","GO:0009410","response to xenobiotic stimulus","12/80","434/18870",2.759191113788e-07,4.35425159473623e-06,2.19952076959564e-06,"CD69/EDN1/FOS/IL10/IL1B/TNF/CXCR4/THBS1/CYP1B1/SOD2/FBP1/CDK1",12
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","9/80","212/18870",2.79823733887873e-07,4.39120038263148e-06,2.21818520012262e-06,"CD80/CD83/CD86/IFNG/IL10/IL2/IL2RA/IL7/IL7R",9
"GO:0009615","GO:0009615","response to virus","12/80","436/18870",2.89815769726215e-07,4.49404091901422e-06,2.27013440214017e-06,"CCL5/CXCL10/IFNG/IL1B/IL6/PMAIP1/TNF/CXCR4/IFIT3/PRF1/APOBEC3A/CCL4",12
"GO:0061043","GO:0061043","regulation of vascular wound healing","4/80","14/18870",2.90251177947411e-07,4.49404091901422e-06,2.27013440214017e-06,"SERPINE1/TNF/CXCR4/SMOC2",4
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","9/80","213/18870",2.91176734517831e-07,4.49404091901422e-06,2.27013440214017e-06,"CD80/CD86/IFNG/IL10/IL2/IL6/TNFSF13/CD40LG/KLRC2",9
"GO:0090022","GO:0090022","regulation of neutrophil chemotaxis","5/80","34/18870",3.04905693041819e-07,4.65478310736125e-06,2.35133223238199e-06,"CXCL8/EDN1/CCL21/C5AR1/CCR7",5
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","5/80","34/18870",3.04905693041819e-07,4.65478310736125e-06,2.35133223238199e-06,"CXCL8/EDN1/CCL21/C5AR1/CCR7",5
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","10/80","282/18870",3.10454501969105e-07,4.71387403260117e-06,2.38118161396503e-06,"CCL5/CD86/EDN1/IFNG/IL1B/TNF/CCL21/THBS1/DKK1/CCR7",10
"GO:0044706","GO:0044706","multi-multicellular organism process","9/80","216/18870",3.27671909984239e-07,4.94855051153616e-06,2.49972685149266e-06,"EDN1/FOS/IL1B/MMP9/SERPINE2/LIF/THBD/ADM/TIMP1",9
"GO:0042531","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","6/80","66/18870",3.56089041638299e-07,5.34895250247049e-06,2.70198721153069e-06,"CCL5/IFNG/IL2/IL6/TNF/LIF",6
"GO:0052548","GO:0052548","regulation of endopeptidase activity","10/80","288/18870",3.76753966742942e-07,5.62926538606874e-06,2.84358537048984e-06,"FASLG/MMP9/PMAIP1/SERPINE1/TNF/THBS1/SERPINE2/S100A8/PLAUR/TIMP1",10
"GO:0050878","GO:0050878","regulation of body fluid levels","11/80","365/18870",3.8771879404149e-07,5.76244493366425e-06,2.91086011900823e-06,"EDN1/IL6/PLAU/SERPINE1/CD40LG/THBS1/SERPINE2/SPINK1/THBD/ADM/PLAUR",11
"GO:0010469","GO:0010469","regulation of signaling receptor activity","7/80","110/18870",4.2222624944145e-07,6.20959965801588e-06,3.13673730640438e-06,"CCL2/EDN1/IFNG/IL10/PLAU/SERPINE1/TNF",7
"GO:0014013","GO:0014013","regulation of gliogenesis","7/80","110/18870",4.2222624944145e-07,6.20959965801588e-06,3.13673730640438e-06,"IL1B/IL6/TNF/CXCR4/SERPINE2/LIF/EGR2",7
"GO:0007596","GO:0007596","blood coagulation","9/80","224/18870",4.45063532423363e-07,6.51137220092306e-06,3.28917566725161e-06,"EDN1/IL6/PLAU/SERPINE1/CD40LG/THBS1/SERPINE2/THBD/PLAUR",9
"GO:2000401","GO:2000401","regulation of lymphocyte migration","6/80","69/18870",4.65101786302008e-07,6.76927936643699e-06,3.4194557291252e-06,"CCL2/CCL5/CXCL10/CCL21/KLRK1/CCL4",6
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","7/80","113/18870",5.07248675870446e-07,7.34464706453651e-06,3.71009883382182e-06,"CCL2/FASLG/IL6/SERPINE1/TNF/CD40LG/THBS1",7
"GO:0050817","GO:0050817","coagulation","9/80","229/18870",5.35654684583698e-07,7.71617440510568e-06,3.89777335934588e-06,"EDN1/IL6/PLAU/SERPINE1/CD40LG/THBS1/SERPINE2/THBD/PLAUR",9
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","8/80","168/18870",5.61602713376288e-07,8.04821700424148e-06,4.06550243454967e-06,"CCL5/CD80/IFNG/IL2/IL6/TNF/LIF/AREG",8
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","10/80","301/18870",5.64435297200275e-07,8.04821700424148e-06,4.06550243454967e-06,"CD80/CD86/IFNG/IL10/IL2/IL6/TNF/TNFSF13/CD40LG/KLRC2",10
"GO:0007599","GO:0007599","hemostasis","9/80","231/18870",5.76135183028193e-07,8.15041063409004e-06,4.11712485610289e-06,"EDN1/IL6/PLAU/SERPINE1/CD40LG/THBS1/SERPINE2/THBD/PLAUR",9
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/80","380/18870",5.77405381339949e-07,8.15041063409004e-06,4.11712485610289e-06,"CD80/IL10/IL1B/IL2/IL6/IL7R/TNF/TNFSF13/CD40LG/PRF1/C3",11
"GO:0002263","GO:0002263","cell activation involved in immune response","10/80","305/18870",6.36671361657051e-07,8.94204927447329e-06,4.51701576586161e-06,"CD80/CD86/IFNG/IL10/IL2/IL6/TNF/TNFSF13/CD40LG/KLRC2",10
"GO:0045861","GO:0045861","negative regulation of proteolysis","9/80","235/18870",6.65116738739747e-07,9.29508914985049e-06,4.69535147327142e-06,"IL10/MMP9/PLAU/SERPINE1/TNF/THBS1/SERPINE2/PLAUR/TIMP1",9
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","7/80","119/18870",7.20939249632679e-07,1.00253383773178e-05,5.0642319359294e-06,"CD80/CD83/CD86/IFNG/IL2/IL2RA/IL6",7
"GO:0052547","GO:0052547","regulation of peptidase activity","10/80","312/18870",7.82710743074825e-07,1.08307117108236e-05,5.47106083310793e-06,"FASLG/MMP9/PMAIP1/SERPINE1/TNF/THBS1/SERPINE2/S100A8/PLAUR/TIMP1",10
"GO:1903036","GO:1903036","positive regulation of response to wounding","6/80","77/18870",8.95465419016668e-07,1.23302076569501e-05,6.22852107757724e-06,"PLAU/SERPINE1/CXCR4/THBS1/THBD/SMOC2",6
"GO:0062197","GO:0062197","cellular response to chemical stress","10/80","317/18870",9.04227139620583e-07,1.23901172448498e-05,6.25878400107084e-06,"EDN1/FOS/IL6/MMP9/CYP1B1/HSPA1A/SOD2/EPAS1/FBP1/CDK1",10
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","10/80","319/18870",9.57270065988961e-07,1.30532602687524e-05,6.59376621846254e-06,"IER3/IL10/MMP9/PMAIP1/TNF/CYP1B1/HSPA1A/S100A8/SOD2/PLAUR",10
"GO:0042509","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","6/80","78/18870",9.66831713507598e-07,1.30568763617444e-05,6.59559286340204e-06,"CCL5/IFNG/IL2/IL6/TNF/LIF",6
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","6/80","78/18870",9.66831713507598e-07,1.30568763617444e-05,6.59559286340204e-06,"CD80/CD83/CD86/IFNG/IL2/IL2RA",6
"GO:0045580","GO:0045580","regulation of T cell differentiation","8/80","181/18870",9.87504223927831e-07,1.32722457656138e-05,6.70438526242617e-06,"CD80/CD83/CD86/IFNG/IL2/IL2RA/IL7/IL7R",8
"GO:1904037","GO:1904037","positive regulation of epithelial cell apoptotic process","5/80","43/18870",1.02380408855001e-06,1.36945984987475e-05,6.91773389155595e-06,"CCL2/FASLG/IL6/CD40LG/THBS1",5
"GO:0045685","GO:0045685","regulation of glial cell differentiation","6/80","79/18870",1.04278583229753e-06,1.38823952745202e-05,7.01259816381678e-06,"IL6/CXCR4/SERPINE2/LIF/EGR2/CDK1",6
"GO:1905952","GO:1905952","regulation of lipid localization","8/80","183/18870",1.07280476485119e-06,1.42146631342783e-05,7.18044102790171e-06,"EDN1/FASLG/IL1B/IL6/NFKBIA/TNF/THBS1/C3",8
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","11/80","406/18870",1.10530297349833e-06,1.45604373491152e-05,7.35510653598671e-06,"EDN1/IL10/IL1B/IL6/NFKBIA/TNF/CD40LG/ID1/CYP1B1/HSPA1A/S100A8",11
"GO:0031667","GO:0031667","response to nutrient levels","12/80","495/18870",1.10926792193331e-06,1.45604373491152e-05,7.35510653598671e-06,"ATF3/CXCL10/FOS/PMAIP1/TNF/VCAM1/A2M/CYP1B1/SPINK1/SOD2/ADM/FBP1",12
